subject,issuer,subject_common_name,not_before,not_after,key_size,label
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",Android,2022-06-21T13:33:35+00:00,2036-12-01T06:33:37+00:00,4084,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",BHIM,2015-08-09T13:33:35+00:00,2055-05-03T06:33:37+00:00,2932,benign
Common Name: smgR,Common Name: xolbzxs,smgR,2024-02-14T13:08:31+00:00,2046-11-22T05:40:48+00:00,1536,malicious
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",fssnet mpay,2013-05-08T13:33:35+00:00,2066-02-28T06:33:37+00:00,1076,benign
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",fssnet mpay,2023-12-16T13:33:35+00:00,2037-05-31T06:33:37+00:00,1268,benign
Common Name: xolbzxs,Common Name: bklcBIPVzk,xolbzxs,2024-08-26T13:08:31+00:00,2038-07-16T05:40:48+00:00,576,malicious
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91","Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",fssnet mpay,2023-10-24T13:33:35+00:00,2049-10-24T06:33:37+00:00,2740,benign
Common Name: ljRKCxEllEZC,"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",ljRKCxEllEZC,2022-09-23T13:08:31+00:00,2038-04-26T05:40:48+00:00,1024,malicious
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",ICICI BANK,2020-02-25T13:33:35+00:00,2039-05-19T06:33:37+00:00,3508,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",Vivek Soneja,2018-07-14T13:33:35+00:00,2034-04-09T06:33:37+00:00,2932,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",Organizational Unit: Federal Bank,BHIM,2015-06-09T13:33:35+00:00,2040-04-10T06:33:37+00:00,2164,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",ICICI BANK,2020-10-21T13:33:35+00:00,2052-12-16T06:33:37+00:00,2420,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",Paytm,2012-09-23T13:33:35+00:00,2045-11-16T06:33:37+00:00,820,benign
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",Organizational Unit: Federal Bank,AXIS BANK,2021-10-09T13:33:35+00:00,2048-04-06T06:33:37+00:00,2996,benign
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",Bank of Baroda,2011-09-11T13:33:35+00:00,2060-01-26T06:33:37+00:00,692,benign
Common Name: xolbzxs,Common Name: tQPtic,xolbzxs,2022-01-17T13:08:31+00:00,2042-07-11T05:40:48+00:00,2048,malicious
Organizational Unit: Federal Bank,"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",,2022-01-04T13:33:35+00:00,2049-01-28T06:33:37+00:00,3764,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",Android,2020-01-09T13:33:35+00:00,2065-08-18T06:33:37+00:00,2100,benign
"Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA","Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",Dmitrii Barbasura,2023-10-16T13:08:31+00:00,2041-06-29T05:40:48+00:00,1920,malicious
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",ICICI BANK,2013-01-28T13:33:35+00:00,2048-04-20T06:33:37+00:00,2676,benign
Common Name: xolbzxs,Common Name: tQPtic,xolbzxs,2021-09-14T13:08:31+00:00,2039-08-15T05:40:48+00:00,512,malicious
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",CodeSigning for STATE BANK OF INDIA,2011-08-22T13:33:35+00:00,2059-06-04T06:33:37+00:00,3508,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",CodeSigning for STATE BANK OF INDIA,2019-10-20T13:33:35+00:00,2047-08-21T06:33:37+00:00,4084,benign
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: bklcBIPVzk,的撒娇好,2023-08-29T13:08:31+00:00,2035-12-25T05:40:48+00:00,1984,malicious
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",BHIM,2018-04-06T13:33:35+00:00,2055-02-06T06:33:37+00:00,3444,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",Android,2018-04-03T13:33:35+00:00,2039-09-24T06:33:37+00:00,1780,benign
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",Organizational Unit: Federal Bank,Bank of Baroda,2013-03-11T13:33:35+00:00,2064-11-30T06:33:37+00:00,1588,benign
Common Name: xolbzxs,"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",xolbzxs,2021-03-29T13:08:31+00:00,2048-08-20T05:40:48+00:00,1600,malicious
Common Name: uDxBFvtzt,Common Name: smgR,uDxBFvtzt,2024-12-04T13:08:31+00:00,2050-05-30T05:40:48+00:00,640,malicious
Common Name: uDxBFvtzt,Common Name: smgR,uDxBFvtzt,2022-02-27T13:08:31+00:00,2048-05-24T05:40:48+00:00,1920,malicious
Organizational Unit: Federal Bank,"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",,2022-07-12T13:33:35+00:00,2053-03-26T06:33:37+00:00,1844,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",Vivek Soneja,2019-02-22T13:33:35+00:00,2053-01-07T06:33:37+00:00,1524,benign
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",AXIS BANK,2016-08-17T13:33:35+00:00,2060-12-26T06:33:37+00:00,1140,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",Paytm,2012-05-08T13:33:35+00:00,2053-12-29T06:33:37+00:00,3380,benign
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",fssnet mpay,2016-07-18T13:33:35+00:00,2062-09-02T06:33:37+00:00,756,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",Vivek Soneja,2020-11-26T13:33:35+00:00,2036-12-09T06:33:37+00:00,3444,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",CodeSigning for STATE BANK OF INDIA,2016-06-11T13:33:35+00:00,2035-08-17T06:33:37+00:00,2228,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",LOTUS,2019-01-10T13:33:35+00:00,2052-03-24T06:33:37+00:00,2100,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",Vivek Soneja,2022-09-17T13:33:35+00:00,2047-06-24T06:33:37+00:00,2612,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",Common Name: tQPtic,Android,2025-08-02T13:08:31+00:00,2042-12-30T05:40:48+00:00,2048,malicious
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",AXIS BANK,2015-12-01T13:33:35+00:00,2052-08-27T06:33:37+00:00,2804,benign
"Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",Common Name: smgR,Dmitrii Barbasura,2025-07-07T13:08:31+00:00,2037-12-29T05:40:48+00:00,1472,malicious
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",BHIM,2012-03-17T13:33:35+00:00,2055-06-21T06:33:37+00:00,3892,benign
"Common Name: Dmitrii Barbasura, Organizational Unit: Salt Edge, Organization: Salt Edge Ltd, Locality: Ottawa, State/Province: Ontario, Country: CA",Common Name: uDxBFvtzt,Dmitrii Barbasura,2021-10-10T13:08:31+00:00,2047-06-20T05:40:48+00:00,1472,malicious
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",Vivek Soneja,2018-06-09T13:33:35+00:00,2066-01-25T06:33:37+00:00,1844,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",Vivek Soneja,2011-05-19T13:33:35+00:00,2040-02-28T06:33:37+00:00,3956,benign
"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india","Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",axis,2023-12-11T13:08:31+00:00,2044-02-09T05:40:48+00:00,768,malicious
Common Name: bklcBIPVzk,"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",bklcBIPVzk,2024-04-30T13:08:31+00:00,2050-04-18T05:40:48+00:00,1024,malicious
Common Name: ljRKCxEllEZC,Common Name: bklcBIPVzk,ljRKCxEllEZC,2025-05-13T13:08:31+00:00,2038-01-29T05:40:48+00:00,1600,malicious
Common Name: xolbzxs,"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",xolbzxs,2022-12-25T13:08:31+00:00,2049-10-16T05:40:48+00:00,896,malicious
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",ICICI BANK,2020-09-30T13:33:35+00:00,2038-07-29T06:33:37+00:00,564,benign
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",Common Name: smgR,sklndg,2024-06-23T13:08:31+00:00,2037-02-13T05:40:48+00:00,704,malicious
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",LOTUS,2020-08-05T13:33:35+00:00,2046-09-12T06:33:37+00:00,1268,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",LOTUS,2020-04-29T13:33:35+00:00,2060-07-10T06:33:37+00:00,4020,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",Paytm,2018-10-15T13:33:35+00:00,2048-10-31T06:33:37+00:00,2164,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",ICICI BANK,2022-02-15T13:33:35+00:00,2036-10-30T06:33:37+00:00,1076,benign
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",AXIS BANK,2024-01-16T13:33:35+00:00,2042-08-09T06:33:37+00:00,1652,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",CodeSigning for STATE BANK OF INDIA,2013-01-17T13:33:35+00:00,2034-08-14T06:33:37+00:00,2868,benign
Common Name: uDxBFvtzt,Common Name: bklcBIPVzk,uDxBFvtzt,2025-03-04T13:08:31+00:00,2041-03-22T05:40:48+00:00,1536,malicious
